City,Description,Temperature (C),Feels Like (C),Minimun Temp (C),Maximum Temp (C),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Lisbon,clear sky,26.22,26.22,25.4,27.41,1013,47,4.63,2023-08-22 21:24:10,2023-08-22 06:56:29,2023-08-22 20:22:58
